REVIEW_ID,DEVICE_ID,LOT_NUMBER,PRODUCT,REGION,DATE,REVIEW_TEXT,RATING
397,SC-2024-341-397,LOT341,SmartCollar,EMEA,2024-11-09,Love this product! Battery lasts forever and GPS is accurate.,4
398,SC-2024-341-398,LOT341,SmartCollar,EMEA,2024-11-27,Fantastic device with consistent performance. Great value for money.,4
399,SC-2024-341-399,LOT341,SmartCollar,EMEA,2024-10-18,Perfect collar with amazing battery performance. Highly recommend!,4
400,SC-2024-341-400,LOT341,SmartCollar,EMEA,2024-10-28,Best pet collar we've owned. Build quality is outstanding.,5
401,SC-2024-341-401,LOT341,SmartCollar,EMEA,2024-12-02,Satisfactory performance overall. Does what it should.,3
402,SC-2024-341-402,LOT341,SmartCollar,EMEA,2024-10-15,Great device with excellent battery life. Very satisfied with performance.,4
403,SC-2024-341-403,LOT341,SmartCollar,EMEA,2024-11-19,Fantastic device with consistent performance. Great value for money.,5
404,SC-2024-341-404,LOT341,SmartCollar,EMEA,2024-11-10,Works perfectly in all weather conditions. Highly recommend!,4
405,SC-2024-341-405,LOT341,SmartCollar,EMEA,2024-11-19,Love this product! Battery lasts forever and GPS is accurate.,4
406,SC-2024-341-406,LOT341,SmartCollar,EMEA,2024-10-19,Fantastic device with consistent performance. Great value for money.,4
407,SC-2024-341-407,LOT341,SmartCollar,EMEA,2024-12-10,Works as expected. Decent value for money.,3
408,SC-2024-341-408,LOT341,SmartCollar,EMEA,2024-10-20,Works perfectly in all weather conditions. Highly recommend!,4
409,SC-2024-341-409,LOT341,SmartCollar,EMEA,2024-11-23,Exceptional quality and reliability. Could not be happier!,4
410,SC-2024-341-410,LOT341,SmartCollar,EMEA,2024-10-21,Exceptional quality and reliability. Could not be happier!,4
411,SC-2024-341-411,LOT341,SmartCollar,EMEA,2024-12-13,Exceptional quality and reliability. Could not be happier!,4
412,SC-2024-341-412,LOT341,SmartCollar,EMEA,2024-12-09,Great device with excellent battery life. Very satisfied with performance.,4
413,SC-2024-341-413,LOT341,SmartCollar,EMEA,2024-11-16,Best pet collar we've owned. Build quality is outstanding.,4
414,SC-2024-341-414,LOT341,SmartCollar,EMEA,2024-11-15,Very impressed with the durability and battery life.,4
415,SC-2024-341-415,LOT341,SmartCollar,EMEA,2024-11-03,Great device with excellent battery life. Very satisfied with performance.,4
416,SC-2024-341-416,LOT341,SmartCollar,EMEA,2024-11-29,Works as expected. Decent value for money.,3
417,SC-2024-341-417,LOT341,SmartCollar,EMEA,2024-11-20,Good basic functionality but always room for improvement.,3
418,SC-2024-341-418,LOT341,SmartCollar,EMEA,2024-11-21,Perfect collar with amazing battery performance. Highly recommend!,4
419,SC-2024-341-419,LOT341,SmartCollar,EMEA,2024-11-10,Great device with excellent battery life. Very satisfied with performance.,5
420,SC-2024-341-420,LOT341,SmartCollar,EMEA,2024-11-10,Works as expected. Decent value for money.,3
421,SC-2024-341-421,LOT341,SmartCollar,EMEA,2024-11-22,Love this product! Battery lasts forever and GPS is accurate.,4
422,SC-2024-341-422,LOT341,SmartCollar,EMEA,2024-11-03,Works perfectly in all weather conditions. Highly recommend!,4
423,SC-2024-341-423,LOT341,SmartCollar,EMEA,2024-11-17,Works perfectly in all weather conditions. Highly recommend!,5
424,SC-2024-341-424,LOT341,SmartCollar,EMEA,2024-11-07,Best pet collar we've owned. Build quality is outstanding.,4
425,SC-2024-341-425,LOT341,SmartCollar,EMEA,2024-12-09,Love this product! Battery lasts forever and GPS is accurate.,5
426,SC-2024-341-426,LOT341,SmartCollar,EMEA,2024-12-05,Works as expected. Decent value for money.,2
427,SC-2024-341-427,LOT341,SmartCollar,EMEA,2024-11-02,Exceptional quality and reliability. Could not be happier!,5
428,SC-2024-341-428,LOT341,SmartCollar,EMEA,2024-10-15,Perfect collar with amazing battery performance. Highly recommend!,5
429,SC-2024-341-429,LOT341,SmartCollar,EMEA,2024-10-30,Works perfectly in all weather conditions. Highly recommend!,5
430,SC-2024-341-430,LOT341,SmartCollar,EMEA,2024-10-18,Perfect collar with amazing battery performance. Highly recommend!,5
431,SC-2024-341-431,LOT341,SmartCollar,EMEA,2024-10-28,Best pet collar we've owned. Build quality is outstanding.,5
432,SC-2024-341-432,LOT341,SmartCollar,EMEA,2024-10-26,Exceptional quality and reliability. Could not be happier!,5
433,SC-2024-341-433,LOT341,SmartCollar,EMEA,2024-11-19,Perfect collar with amazing battery performance. Highly recommend!,4
434,SC-2024-341-434,LOT341,SmartCollar,EMEA,2024-11-04,Exceptional quality and reliability. Could not be happier!,4
435,SC-2024-341-435,LOT341,SmartCollar,EMEA,2024-10-22,Fantastic device with consistent performance. Great value for money.,5
436,SC-2024-341-436,LOT341,SmartCollar,EMEA,2024-12-02,Exceptional quality and reliability. Could not be happier!,5
437,SC-2024-341-437,LOT341,SmartCollar,EMEA,2024-11-13,Works perfectly in all weather conditions. Highly recommend!,4
438,SC-2024-341-438,LOT341,SmartCollar,EMEA,2024-11-17,Love this product! Battery lasts forever and GPS is accurate.,4
439,SC-2024-341-439,LOT341,SmartCollar,EMEA,2024-11-19,Love this product! Battery lasts forever and GPS is accurate.,4
440,SC-2024-341-440,LOT341,SmartCollar,EMEA,2024-12-08,Perfect collar with amazing battery performance. Highly recommend!,4
441,SC-2024-341-441,LOT341,SmartCollar,EMEA,2024-11-14,Works as expected. Decent value for money.,3
442,SC-2024-341-442,LOT341,SmartCollar,EMEA,2024-10-28,"Meets basic needs, solid product overall.",2
443,SC-2024-341-443,LOT341,SmartCollar,EMEA,2024-11-10,Works perfectly in all weather conditions. Highly recommend!,5
444,SC-2024-341-444,LOT341,SmartCollar,EMEA,2024-12-14,Best pet collar we've owned. Build quality is outstanding.,5
445,SC-2024-341-445,LOT341,SmartCollar,EMEA,2024-10-27,Love this product! Battery lasts forever and GPS is accurate.,5
446,SC-2024-341-446,LOT341,SmartCollar,EMEA,2024-12-07,Great device with excellent battery life. Very satisfied with performance.,4
447,SC-2024-341-447,LOT341,SmartCollar,EMEA,2024-11-29,Fantastic device with consistent performance. Great value for money.,4
448,SC-2024-341-448,LOT341,SmartCollar,EMEA,2024-11-20,Exceptional quality and reliability. Could not be happier!,5
449,SC-2024-341-449,LOT341,SmartCollar,EMEA,2024-11-23,Great device with excellent battery life. Very satisfied with performance.,4
450,SC-2024-341-450,LOT341,SmartCollar,EMEA,2024-10-18,Love this product! Battery lasts forever and GPS is accurate.,5
451,SC-2024-341-451,LOT341,SmartCollar,EMEA,2024-11-30,Exceptional quality and reliability. Could not be happier!,5
452,SC-2024-341-452,LOT341,SmartCollar,EMEA,2024-12-01,Love this product! Battery lasts forever and GPS is accurate.,5
453,SC-2024-341-453,LOT341,SmartCollar,EMEA,2024-10-15,Very impressed with the durability and battery life.,4
454,SC-2024-341-454,LOT341,SmartCollar,EMEA,2024-12-11,Perfect collar with amazing battery performance. Highly recommend!,5
455,SC-2024-341-455,LOT341,SmartCollar,EMEA,2024-11-22,Love this product! Battery lasts forever and GPS is accurate.,4
456,SC-2024-341-456,LOT341,SmartCollar,EMEA,2024-12-03,Exceptional quality and reliability. Could not be happier!,5
457,SC-2024-341-457,LOT341,SmartCollar,EMEA,2024-10-17,"Meets basic needs, solid product overall.",3
458,SC-2024-341-458,LOT341,SmartCollar,EMEA,2024-11-30,Works perfectly in all weather conditions. Highly recommend!,5
459,SC-2024-341-459,LOT341,SmartCollar,EMEA,2024-12-01,Best pet collar we've owned. Build quality is outstanding.,4
460,SC-2024-341-460,LOT341,SmartCollar,EMEA,2024-11-01,Best pet collar we've owned. Build quality is outstanding.,5
461,SC-2024-341-461,LOT341,SmartCollar,EMEA,2024-11-16,Best pet collar we've owned. Build quality is outstanding.,5
462,SC-2024-341-462,LOT341,SmartCollar,EMEA,2024-11-05,Exceptional quality and reliability. Could not be happier!,4
463,SC-2024-341-463,LOT341,SmartCollar,EMEA,2024-11-27,Very impressed with the durability and battery life.,4
464,SC-2024-341-464,LOT341,SmartCollar,EMEA,2024-12-05,Exceptional quality and reliability. Could not be happier!,4
465,SC-2024-341-465,LOT341,SmartCollar,EMEA,2024-11-20,Works perfectly in all weather conditions. Highly recommend!,5
466,SC-2024-341-466,LOT341,SmartCollar,EMEA,2024-11-30,Perfect collar with amazing battery performance. Highly recommend!,4
467,SC-2024-341-467,LOT341,SmartCollar,EMEA,2024-11-16,Good basic functionality but always room for improvement.,2
468,SC-2024-341-468,LOT341,SmartCollar,EMEA,2024-11-28,Works perfectly in all weather conditions. Highly recommend!,5
469,SC-2024-341-469,LOT341,SmartCollar,EMEA,2024-11-03,Very impressed with the durability and battery life.,4
470,SC-2024-341-470,LOT341,SmartCollar,EMEA,2024-11-06,Exceptional quality and reliability. Could not be happier!,4
471,SC-2024-341-471,LOT341,SmartCollar,EMEA,2024-11-19,Very impressed with the durability and battery life.,5
472,SC-2024-341-472,LOT341,SmartCollar,EMEA,2024-11-17,"Meets basic needs, solid product overall.",2
473,SC-2024-341-473,LOT341,SmartCollar,EMEA,2024-12-02,Fantastic device with consistent performance. Great value for money.,5
474,SC-2024-341-474,LOT341,SmartCollar,EMEA,2024-12-02,Perfect collar with amazing battery performance. Highly recommend!,4
475,SC-2024-341-475,LOT341,SmartCollar,EMEA,2024-11-12,Satisfactory performance overall. Does what it should.,3
476,SC-2024-341-476,LOT341,SmartCollar,EMEA,2024-10-28,Great device with excellent battery life. Very satisfied with performance.,4
477,SC-2024-341-477,LOT341,SmartCollar,EMEA,2024-12-13,Love this product! Battery lasts forever and GPS is accurate.,5
478,SC-2024-341-478,LOT341,SmartCollar,EMEA,2024-11-25,Great device with excellent battery life. Very satisfied with performance.,4
479,SC-2024-341-479,LOT341,SmartCollar,EMEA,2024-10-25,Exceptional quality and reliability. Could not be happier!,5
480,SC-2024-341-480,LOT341,SmartCollar,EMEA,2024-11-06,Very impressed with the durability and battery life.,5
481,SC-2024-341-481,LOT341,SmartCollar,EMEA,2024-11-26,Very impressed with the durability and battery life.,4
482,SC-2024-341-482,LOT341,SmartCollar,EMEA,2024-12-06,Very impressed with the durability and battery life.,5
483,SC-2024-341-483,LOT341,SmartCollar,EMEA,2024-12-11,Very impressed with the durability and battery life.,4
484,SC-2024-341-484,LOT341,SmartCollar,EMEA,2024-10-26,Perfect collar with amazing battery performance. Highly recommend!,5
485,SC-2024-341-485,LOT341,SmartCollar,EMEA,2024-11-03,"Meets basic needs, solid product overall.",3
486,SC-2024-341-486,LOT341,SmartCollar,EMEA,2024-11-26,Love this product! Battery lasts forever and GPS is accurate.,5
487,SC-2024-341-487,LOT341,SmartCollar,EMEA,2024-10-25,Great device with excellent battery life. Very satisfied with performance.,4
488,SC-2024-341-488,LOT341,SmartCollar,EMEA,2024-12-03,Very impressed with the durability and battery life.,4
489,SC-2024-341-489,LOT341,SmartCollar,EMEA,2024-12-14,Perfect collar with amazing battery performance. Highly recommend!,5
490,SC-2024-341-490,LOT341,SmartCollar,EMEA,2024-10-24,Good basic functionality but always room for improvement.,3
491,SC-2024-341-491,LOT341,SmartCollar,EMEA,2024-12-08,Good basic functionality but always room for improvement.,2
492,SC-2024-341-492,LOT341,SmartCollar,EMEA,2024-11-16,Very impressed with the durability and battery life.,4
493,SC-2024-341-493,LOT341,SmartCollar,EMEA,2024-12-11,Perfect collar with amazing battery performance. Highly recommend!,5
494,SC-2024-341-494,LOT341,SmartCollar,EMEA,2024-11-19,Satisfactory performance overall. Does what it should.,3
495,SC-2024-341-495,LOT341,SmartCollar,EMEA,2024-12-03,Satisfactory performance overall. Does what it should.,3
496,SC-2024-341-496,LOT341,SmartCollar,EMEA,2024-12-13,Fantastic device with consistent performance. Great value for money.,4
497,SC-2024-341-497,LOT341,SmartCollar,EMEA,2024-11-21,Best pet collar we've owned. Build quality is outstanding.,4
498,SC-2024-341-498,LOT341,SmartCollar,EMEA,2024-10-20,Great device with excellent battery life. Very satisfied with performance.,4
499,SC-2024-341-499,LOT341,SmartCollar,EMEA,2024-10-21,Love this product! Battery lasts forever and GPS is accurate.,4
500,SC-2024-341-500,LOT341,SmartCollar,EMEA,2024-11-24,Works perfectly in all weather conditions. Highly recommend!,5
501,SC-2024-341-501,LOT341,SmartCollar,EMEA,2024-11-27,Fantastic device with consistent performance. Great value for money.,5
502,SC-2024-341-502,LOT341,SmartCollar,EMEA,2024-11-11,Perfect collar with amazing battery performance. Highly recommend!,5
503,SC-2024-341-503,LOT341,SmartCollar,EMEA,2024-12-07,Love this product! Battery lasts forever and GPS is accurate.,5
504,SC-2024-341-504,LOT341,SmartCollar,EMEA,2024-11-17,Love this product! Battery lasts forever and GPS is accurate.,5
505,SC-2024-341-505,LOT341,SmartCollar,EMEA,2024-11-23,Works perfectly in all weather conditions. Highly recommend!,4
506,SC-2024-341-506,LOT341,SmartCollar,EMEA,2024-11-07,Very impressed with the durability and battery life.,5
507,SC-2024-341-507,LOT341,SmartCollar,EMEA,2024-12-12,Perfect collar with amazing battery performance. Highly recommend!,4
508,SC-2024-341-508,LOT341,SmartCollar,EMEA,2024-10-24,Best pet collar we've owned. Build quality is outstanding.,5
509,SC-2024-341-509,LOT341,SmartCollar,EMEA,2024-12-07,Satisfactory performance overall. Does what it should.,3
510,SC-2024-341-510,LOT341,SmartCollar,EMEA,2024-12-11,Works perfectly in all weather conditions. Highly recommend!,5
511,SC-2024-341-511,LOT341,SmartCollar,EMEA,2024-12-07,Very impressed with the durability and battery life.,4
512,SC-2024-341-512,LOT341,SmartCollar,EMEA,2024-11-03,Best pet collar we've owned. Build quality is outstanding.,4
513,SC-2024-341-513,LOT341,SmartCollar,EMEA,2024-10-18,Good basic functionality but always room for improvement.,3
514,SC-2024-341-514,LOT341,SmartCollar,EMEA,2024-10-28,Great device with excellent battery life. Very satisfied with performance.,4
515,SC-2024-341-515,LOT341,SmartCollar,EMEA,2024-11-05,"Meets basic needs, solid product overall.",2
516,SC-2024-341-516,LOT341,SmartCollar,EMEA,2024-12-05,Love this product! Battery lasts forever and GPS is accurate.,4
517,SC-2024-341-517,LOT341,SmartCollar,EMEA,2024-11-29,"Meets basic needs, solid product overall.",3
518,SC-2024-341-518,LOT341,SmartCollar,EMEA,2024-11-25,Love this product! Battery lasts forever and GPS is accurate.,4
519,SC-2024-341-519,LOT341,SmartCollar,EMEA,2024-10-24,Works perfectly in all weather conditions. Highly recommend!,4
520,SC-2024-341-520,LOT341,SmartCollar,EMEA,2024-11-17,Very impressed with the durability and battery life.,5
521,SC-2024-341-521,LOT341,SmartCollar,EMEA,2024-11-24,Great device with excellent battery life. Very satisfied with performance.,4
522,SC-2024-341-522,LOT341,SmartCollar,EMEA,2024-11-19,Best pet collar we've owned. Build quality is outstanding.,5
523,SC-2024-341-523,LOT341,SmartCollar,EMEA,2024-12-06,Very impressed with the durability and battery life.,5
524,SC-2024-341-524,LOT341,SmartCollar,EMEA,2024-10-16,Love this product! Battery lasts forever and GPS is accurate.,4
525,SC-2024-341-525,LOT341,SmartCollar,EMEA,2024-10-23,Fantastic device with consistent performance. Great value for money.,4
526,SC-2024-341-526,LOT341,SmartCollar,EMEA,2024-11-28,Best pet collar we've owned. Build quality is outstanding.,4
527,SC-2024-341-527,LOT341,SmartCollar,EMEA,2024-10-19,Perfect collar with amazing battery performance. Highly recommend!,4
528,SC-2024-341-528,LOT341,SmartCollar,EMEA,2024-11-12,Best pet collar we've owned. Build quality is outstanding.,4
529,SC-2024-341-529,LOT341,SmartCollar,EMEA,2024-11-15,Satisfactory performance overall. Does what it should.,3
530,SC-2024-341-530,LOT341,SmartCollar,EMEA,2024-11-05,Very impressed with the durability and battery life.,5
531,SC-2024-341-531,LOT341,SmartCollar,EMEA,2024-10-17,Exceptional quality and reliability. Could not be happier!,4
532,SC-2024-341-532,LOT341,SmartCollar,EMEA,2024-11-08,Good basic functionality but always room for improvement.,3
533,SC-2024-341-533,LOT341,SmartCollar,EMEA,2024-11-15,Very impressed with the durability and battery life.,5
534,SC-2024-341-534,LOT341,SmartCollar,EMEA,2024-11-03,Fantastic device with consistent performance. Great value for money.,4
535,SC-2024-341-535,LOT341,SmartCollar,EMEA,2024-11-26,Works perfectly in all weather conditions. Highly recommend!,5
536,SC-2024-341-536,LOT341,SmartCollar,EMEA,2024-12-03,Satisfactory performance overall. Does what it should.,3
537,SC-2024-341-537,LOT341,SmartCollar,EMEA,2024-10-18,"Meets basic needs, solid product overall.",3
538,SC-2024-341-538,LOT341,SmartCollar,EMEA,2024-10-29,Very impressed with the durability and battery life.,5
539,SC-2024-341-539,LOT341,SmartCollar,EMEA,2024-12-06,"Meets basic needs, solid product overall.",2
540,SC-2024-341-540,LOT341,SmartCollar,EMEA,2024-11-05,Works perfectly in all weather conditions. Highly recommend!,4
541,SC-2024-341-541,LOT341,SmartCollar,EMEA,2024-10-28,Fantastic device with consistent performance. Great value for money.,4
542,SC-2024-341-542,LOT341,SmartCollar,EMEA,2024-10-22,Good basic functionality but always room for improvement.,3
543,SC-2024-341-543,LOT341,SmartCollar,EMEA,2024-10-30,Works perfectly in all weather conditions. Highly recommend!,5
544,SC-2024-341-544,LOT341,SmartCollar,EMEA,2024-12-10,Very impressed with the durability and battery life.,5
545,SC-2024-341-545,LOT341,SmartCollar,EMEA,2024-11-15,Perfect collar with amazing battery performance. Highly recommend!,5
546,SC-2024-341-546,LOT341,SmartCollar,EMEA,2024-11-04,Exceptional quality and reliability. Could not be happier!,5
547,SC-2024-341-547,LOT341,SmartCollar,EMEA,2024-11-02,Works perfectly in all weather conditions. Highly recommend!,5
548,SC-2024-341-548,LOT341,SmartCollar,EMEA,2024-10-16,Fantastic device with consistent performance. Great value for money.,5
549,SC-2024-341-549,LOT341,SmartCollar,EMEA,2024-12-13,Fantastic device with consistent performance. Great value for money.,5
550,SC-2024-341-550,LOT341,SmartCollar,EMEA,2024-11-12,Great device with excellent battery life. Very satisfied with performance.,4
551,SC-2024-341-551,LOT341,SmartCollar,EMEA,2024-10-22,Great device with excellent battery life. Very satisfied with performance.,5
552,SC-2024-341-552,LOT341,SmartCollar,EMEA,2024-11-11,Very impressed with the durability and battery life.,4
553,SC-2024-341-553,LOT341,SmartCollar,EMEA,2024-10-26,Best pet collar we've owned. Build quality is outstanding.,5
554,SC-2024-341-554,LOT341,SmartCollar,EMEA,2024-12-02,"Meets basic needs, solid product overall.",3
555,SC-2024-341-555,LOT341,SmartCollar,EMEA,2024-10-23,Fantastic device with consistent performance. Great value for money.,5
556,SC-2024-341-556,LOT341,SmartCollar,EMEA,2024-11-03,Works perfectly in all weather conditions. Highly recommend!,5
557,SC-2024-341-557,LOT341,SmartCollar,EMEA,2024-10-31,Works perfectly in all weather conditions. Highly recommend!,4
558,SC-2024-341-558,LOT341,SmartCollar,EMEA,2024-12-03,Great device with excellent battery life. Very satisfied with performance.,5
559,SC-2024-341-559,LOT341,SmartCollar,EMEA,2024-11-10,Great device with excellent battery life. Very satisfied with performance.,5
560,SC-2024-341-560,LOT341,SmartCollar,EMEA,2024-12-12,Best pet collar we've owned. Build quality is outstanding.,5
561,SC-2024-341-561,LOT341,SmartCollar,EMEA,2024-11-12,Fantastic device with consistent performance. Great value for money.,4
562,SC-2024-341-562,LOT341,SmartCollar,EMEA,2024-10-20,Love this product! Battery lasts forever and GPS is accurate.,5
563,SC-2024-341-563,LOT341,SmartCollar,EMEA,2024-12-05,Love this product! Battery lasts forever and GPS is accurate.,4
564,SC-2024-341-564,LOT341,SmartCollar,EMEA,2024-10-31,Good basic functionality but always room for improvement.,3
565,SC-2024-341-565,LOT341,SmartCollar,EMEA,2024-12-03,Exceptional quality and reliability. Could not be happier!,5
566,SC-2024-341-566,LOT341,SmartCollar,EMEA,2024-10-16,Fantastic device with consistent performance. Great value for money.,5
567,SC-2024-341-567,LOT341,SmartCollar,EMEA,2024-12-09,Satisfactory performance overall. Does what it should.,3
568,SC-2024-341-568,LOT341,SmartCollar,EMEA,2024-10-28,Love this product! Battery lasts forever and GPS is accurate.,5
569,SC-2024-341-569,LOT341,SmartCollar,EMEA,2024-12-07,Very impressed with the durability and battery life.,5
570,SC-2024-341-570,LOT341,SmartCollar,EMEA,2024-11-23,Best pet collar we've owned. Build quality is outstanding.,5
571,SC-2024-341-571,LOT341,SmartCollar,EMEA,2024-10-19,Perfect collar with amazing battery performance. Highly recommend!,4
572,SC-2024-341-572,LOT341,SmartCollar,EMEA,2024-11-07,Exceptional quality and reliability. Could not be happier!,5
573,SC-2024-341-573,LOT341,SmartCollar,EMEA,2024-11-21,Exceptional quality and reliability. Could not be happier!,4
574,SC-2024-341-574,LOT341,SmartCollar,EMEA,2024-11-24,"Meets basic needs, solid product overall.",3
575,SC-2024-341-575,LOT341,SmartCollar,EMEA,2024-12-08,Perfect collar with amazing battery performance. Highly recommend!,5
576,SC-2024-341-576,LOT341,SmartCollar,EMEA,2024-11-17,Great device with excellent battery life. Very satisfied with performance.,4
577,SC-2024-341-577,LOT341,SmartCollar,EMEA,2024-11-06,Fantastic device with consistent performance. Great value for money.,4
578,SC-2024-341-578,LOT341,SmartCollar,EMEA,2024-10-15,Exceptional quality and reliability. Could not be happier!,4
579,SC-2024-341-579,LOT341,SmartCollar,EMEA,2024-10-18,Works perfectly in all weather conditions. Highly recommend!,4
580,SC-2024-341-580,LOT341,SmartCollar,EMEA,2024-11-30,Works as expected. Decent value for money.,2
581,SC-2024-341-581,LOT341,SmartCollar,EMEA,2024-11-27,Perfect collar with amazing battery performance. Highly recommend!,4
582,SC-2024-341-582,LOT341,SmartCollar,EMEA,2024-11-12,Love this product! Battery lasts forever and GPS is accurate.,4
583,SC-2024-341-583,LOT341,SmartCollar,EMEA,2024-10-29,Very impressed with the durability and battery life.,4
584,SC-2024-341-584,LOT341,SmartCollar,EMEA,2024-12-14,"Meets basic needs, solid product overall.",2
585,SC-2024-341-585,LOT341,SmartCollar,EMEA,2024-12-01,Very impressed with the durability and battery life.,5
586,SC-2024-341-586,LOT341,SmartCollar,EMEA,2024-12-01,Perfect collar with amazing battery performance. Highly recommend!,4
587,SC-2024-341-587,LOT341,SmartCollar,EMEA,2024-11-06,Good basic functionality but always room for improvement.,3
588,SC-2024-341-588,LOT341,SmartCollar,EMEA,2024-11-07,Best pet collar we've owned. Build quality is outstanding.,5
589,SC-2024-341-589,LOT341,SmartCollar,EMEA,2024-11-08,Fantastic device with consistent performance. Great value for money.,4
590,SC-2024-341-590,LOT341,SmartCollar,EMEA,2024-10-24,Best pet collar we've owned. Build quality is outstanding.,4
591,SC-2024-341-591,LOT341,SmartCollar,EMEA,2024-10-28,Works perfectly in all weather conditions. Highly recommend!,4
592,SC-2024-341-592,LOT341,SmartCollar,EMEA,2024-10-18,Fantastic device with consistent performance. Great value for money.,5
593,SC-2024-341-593,LOT341,SmartCollar,EMEA,2024-11-09,Perfect collar with amazing battery performance. Highly recommend!,5
594,SC-2024-341-594,LOT341,SmartCollar,EMEA,2024-10-30,Very impressed with the durability and battery life.,5
595,SC-2024-341-595,LOT341,SmartCollar,EMEA,2024-12-11,"Meets basic needs, solid product overall.",1
596,SC-2024-341-596,LOT341,SmartCollar,EMEA,2024-11-18,Very impressed with the durability and battery life.,4
597,SC-2024-341-597,LOT341,SmartCollar,EMEA,2024-12-14,Exceptional quality and reliability. Could not be happier!,4
598,SC-2024-341-598,LOT341,SmartCollar,EMEA,2024-10-26,Love this product! Battery lasts forever and GPS is accurate.,4
599,SC-2024-341-599,LOT341,SmartCollar,EMEA,2024-11-07,Love this product! Battery lasts forever and GPS is accurate.,5
600,SC-2024-341-600,LOT341,SmartCollar,EMEA,2024-11-23,Works as expected. Decent value for money.,3
601,SC-2024-341-601,LOT341,SmartCollar,EMEA,2024-10-17,Perfect collar with amazing battery performance. Highly recommend!,4
602,SC-2024-341-602,LOT341,SmartCollar,EMEA,2024-11-29,Very impressed with the durability and battery life.,4
603,SC-2024-341-603,LOT341,SmartCollar,EMEA,2024-11-22,Works perfectly in all weather conditions. Highly recommend!,5
604,SC-2024-341-604,LOT341,SmartCollar,EMEA,2024-11-03,Fantastic device with consistent performance. Great value for money.,5
605,SC-2024-341-605,LOT341,SmartCollar,EMEA,2024-11-07,Best pet collar we've owned. Build quality is outstanding.,5
606,SC-2024-341-606,LOT341,SmartCollar,EMEA,2024-12-02,Works perfectly in all weather conditions. Highly recommend!,4
607,SC-2024-341-607,LOT341,SmartCollar,EMEA,2024-11-15,Perfect collar with amazing battery performance. Highly recommend!,5
608,SC-2024-341-608,LOT341,SmartCollar,EMEA,2024-11-24,Exceptional quality and reliability. Could not be happier!,4
609,SC-2024-341-609,LOT341,SmartCollar,EMEA,2024-11-27,Best pet collar we've owned. Build quality is outstanding.,4
610,SC-2024-341-610,LOT341,SmartCollar,EMEA,2024-11-01,Works perfectly in all weather conditions. Highly recommend!,4
611,SC-2024-341-611,LOT341,SmartCollar,EMEA,2024-11-14,Exceptional quality and reliability. Could not be happier!,4
612,SC-2024-341-612,LOT341,SmartCollar,EMEA,2024-12-01,Fantastic device with consistent performance. Great value for money.,4
613,SC-2024-341-613,LOT341,SmartCollar,EMEA,2024-10-21,Love this product! Battery lasts forever and GPS is accurate.,4
614,SC-2024-341-614,LOT341,SmartCollar,EMEA,2024-12-10,Exceptional quality and reliability. Could not be happier!,5
615,SC-2024-341-615,LOT341,SmartCollar,EMEA,2024-10-29,Fantastic device with consistent performance. Great value for money.,4
616,SC-2024-341-616,LOT341,SmartCollar,EMEA,2024-11-08,Satisfactory performance overall. Does what it should.,2
617,SC-2024-341-617,LOT341,SmartCollar,EMEA,2024-10-27,Works perfectly in all weather conditions. Highly recommend!,5
618,SC-2024-341-618,LOT341,SmartCollar,EMEA,2024-11-06,Fantastic device with consistent performance. Great value for money.,4
619,SC-2024-341-619,LOT341,SmartCollar,EMEA,2024-11-26,Very impressed with the durability and battery life.,4
620,SC-2024-341-620,LOT341,SmartCollar,EMEA,2024-12-14,Great device with excellent battery life. Very satisfied with performance.,4
621,SC-2024-341-621,LOT341,SmartCollar,EMEA,2024-12-06,Very impressed with the durability and battery life.,5
622,SC-2024-341-622,LOT341,SmartCollar,EMEA,2024-12-03,Great device with excellent battery life. Very satisfied with performance.,4
623,SC-2024-341-623,LOT341,SmartCollar,EMEA,2024-10-22,Good basic functionality but always room for improvement.,3
624,SC-2024-341-624,LOT341,SmartCollar,EMEA,2024-11-20,Works perfectly in all weather conditions. Highly recommend!,5
625,SC-2024-341-625,LOT341,SmartCollar,EMEA,2024-11-07,Great device with excellent battery life. Very satisfied with performance.,5
626,SC-2024-341-626,LOT341,SmartCollar,EMEA,2024-12-13,Love this product! Battery lasts forever and GPS is accurate.,5
627,SC-2024-341-627,LOT341,SmartCollar,EMEA,2024-11-30,Exceptional quality and reliability. Could not be happier!,4
628,SC-2024-341-628,LOT341,SmartCollar,EMEA,2024-10-21,"Meets basic needs, solid product overall.",3
629,SC-2024-341-629,LOT341,SmartCollar,EMEA,2024-11-27,Works perfectly in all weather conditions. Highly recommend!,5
630,SC-2024-341-630,LOT341,SmartCollar,EMEA,2024-12-11,Very impressed with the durability and battery life.,5
631,SC-2024-341-631,LOT341,SmartCollar,EMEA,2024-11-19,Great device with excellent battery life. Very satisfied with performance.,4
632,SC-2024-341-632,LOT341,SmartCollar,EMEA,2024-11-05,Works as expected. Decent value for money.,1
633,SC-2024-341-633,LOT341,SmartCollar,EMEA,2024-11-14,Fantastic device with consistent performance. Great value for money.,4
634,SC-2024-341-634,LOT341,SmartCollar,EMEA,2024-11-12,Exceptional quality and reliability. Could not be happier!,4
635,SC-2024-341-635,LOT341,SmartCollar,EMEA,2024-10-18,Exceptional quality and reliability. Could not be happier!,5
636,SC-2024-341-636,LOT341,SmartCollar,EMEA,2024-12-02,Exceptional quality and reliability. Could not be happier!,5
